Tanggal,Temperatur,Presipitasi,Kec.Angin,Cuaca,ArahAngin,JarakPandang,Awan,Kelembapan
6/13/2010 21:00,27.0,0.0,5.4,2,50.0,10.5,27.5,78.78
6/13/2010 22:00,27.0,0.0,8.2,2,200.0,10.3,48.3,80.86
6/13/2010 23:00,26.1,0.0,5.4,2,200.0,9.0,50.0,88.76
6/14/2010 1:00,26.0,0.0,0.0,2,0.0,9.0,45.0,86.13
6/14/2010 4:00,25.7,0.0,7.6,1,190.0,5.0,90.0,92.54
6/14/2010 9:00,29.1,0.0,7.6,2,160.0,11.0,30.0,79.07
6/14/2010 10:00,29.4,0.0,7.6,2,80.0,10.5,50.0,74.09
6/14/2010 11:00,30.1,0.0,9.4,2,110.0,11.0,30.0,70.3
6/14/2010 12:00,31.1,0.0,13.0,2,80.0,11.0,30.0,62.51
6/14/2010 13:00,30.4,0.0,13.0,2,80.0,10.3,45.0,66.52
6/14/2010 14:00,29.0,0.0,16.6,2,50.0,10.5,50.0,74.47
6/14/2010 15:00,29.0,0.0,11.2,2,30.0,10.5,27.5,74.47
6/14/2010 18:00,28.1,0.0,9.4,2,50.0,11.0,30.0,78.93
6/14/2010 19:00,27.2,0.0,5.4,2,10.0,10.3,38.3,84.54
6/14/2010 21:00,26.0,0.0,0.0,2,0.0,10.5,27.5,88.76
6/14/2010 22:00,26.2,0.0,5.4,2,260.0,8.0,35.0,84.43
6/14/2010 23:00,26.0,0.0,0.0,2,0.0,7.0,27.5,83.57
6/15/2010 4:00,25.4,0.0,5.4,1,250.0,3.0,90.0,94.21
6/15/2010 7:00,25.4,0.0,5.4,1,270.0,2.0,80.0,91.42
6/15/2010 8:00,29.0,0.0,0.0,2,0.0,4.0,27.5,79.06
6/15/2010 9:00,29.0,0.0,7.6,2,110.0,4.0,27.5,79.06
6/15/2010 10:00,29.3,0.0,9.4,2,130.0,8.0,31.7,73.78
6/15/2010 11:00,30.1,0.0,13.0,2,100.0,9.0,30.0,74.64
6/15/2010 12:00,30.0,0.0,13.0,2,120.0,10.5,27.5,70.29
6/15/2010 13:00,29.7,0.0,14.8,2,70.0,10.5,45.0,73.91
6/15/2010 15:00,29.0,0.0,7.6,2,40.0,10.5,27.5,74.47
6/15/2010 16:00,28.4,0.0,5.4,2,40.0,10.3,45.0,78.97
6/15/2010 17:00,28.0,0.0,0.0,2,0.0,10.5,27.5,78.92
6/15/2010 18:00,27.1,0.0,13.0,2,50.0,11.0,50.0,83.68
6/15/2010 19:00,27.3,0.0,7.6,2,30.0,10.5,35.0,84.22
6/15/2010 20:00,27.1,0.0,7.6,2,40.0,11.0,30.0,78.79
6/15/2010 21:00,26.0,0.0,5.4,2,200.0,10.5,27.5,88.76
6/15/2010 22:00,26.2,0.0,1.8,2,200.0,10.3,31.7,89.13
6/15/2010 23:00,26.0,0.0,0.0,2,0.0,10.5,27.5,88.76
6/16/2010 1:00,26.0,6.0,9.4,5,140.0,8.0,60.0,90.91
6/16/2010 4:00,25.2,0.0,0.0,2,0.0,6.0,28.3,94.2
6/16/2010 5:00,24.0,0.0,0.0,2,0.0,6.0,27.5,94.15
6/16/2010 7:00,25.2,0.0,5.4,2,270.0,3.0,35.0,93.36
6/16/2010 10:00,30.1,0.0,7.6,2,100.0,9.0,31.7,71.3
6/16/2010 11:00,31.1,0.0,9.4,2,120.0,11.0,30.0,66.39
6/16/2010 13:00,30.4,0.0,13.0,2,100.0,10.3,31.7,68.99
6/16/2010 14:00,31.0,0.0,13.0,2,50.0,10.5,27.5,66.38
6/16/2010 15:00,30.0,0.0,14.8,2,60.0,10.5,27.5,66.18
6/16/2010 16:00,30.3,0.0,18.4,2,70.0,10.3,45.0,64.26
6/16/2010 17:00,29.0,0.0,11.2,2,110.0,10.5,27.5,70.11
6/16/2010 18:00,29.1,0.0,16.6,2,90.0,11.0,30.0,70.12
6/16/2010 19:00,29.3,0.0,16.6,2,100.0,10.3,45.0,73.33
6/16/2010 20:00,29.0,0.0,14.8,2,80.0,10.5,27.5,70.11
6/16/2010 21:00,29.0,0.0,20.5,2,80.0,10.5,27.5,70.11
6/16/2010 22:00,27.3,0.0,11.2,2,350.0,10.3,48.3,79.62
6/16/2010 23:00,26.1,0.0,11.2,2,230.0,11.0,30.0,83.57
6/17/2010 0:00,26.1,0.0,13.0,2,250.0,11.0,30.0,88.76
6/17/2010 1:00,26.0,0.0,9.4,2,240.0,10.3,63.3,85.27
6/17/2010 2:00,26.1,0.0,11.2,2,290.0,7.0,50.0,83.57
6/17/2010 3:00,25.0,0.0,7.6,2,300.0,6.0,50.0,94.19
6/17/2010 4:00,25.2,0.6,11.2,5,300.0,6.0,66.6,93.26
6/17/2010 5:00,25.0,0.0,9.4,2,290.0,6.0,50.0,94.19
6/17/2010 6:00,25.1,0.0,7.6,2,290.0,5.0,50.0,94.19
6/17/2010 7:00,25.4,0.4,3.6,4,290.0,3.0,90.0,94.21
6/17/2010 8:00,26.1,0.0,3.6,2,290.0,3.0,30.0,94.24
6/17/2010 9:00,27.0,0.0,11.2,2,300.0,5.0,27.5,83.68
6/17/2010 10:00,27.9,0.0,11.2,2,280.0,5.0,51.6,80.34
6/17/2010 11:00,28.1,0.0,11.2,2,290.0,6.0,50.0,78.93
6/17/2010 12:00,29.1,0.0,13.0,2,290.0,6.0,50.0,74.47
6/17/2010 13:00,29.3,0.0,13.0,2,290.0,6.0,70.0,74.07
6/17/2010 14:00,30.0,0.0,13.0,2,310.0,8.0,27.5,70.29
6/17/2010 15:00,30.0,0.0,11.2,2,290.0,9.0,50.0,70.29
6/17/2010 16:00,30.0,0.0,13.0,2,300.0,9.0,48.3,67.13
6/17/2010 18:00,28.1,0.0,7.6,2,300.0,8.0,30.0,74.31
6/17/2010 19:00,28.3,0.0,5.4,2,330.0,8.0,75.0,77.32
6/17/2010 20:00,27.0,0.0,5.4,2,140.0,8.0,50.0,83.68
6/17/2010 21:00,27.0,0.0,11.2,2,60.0,7.0,50.0,83.68
6/17/2010 22:00,27.2,0.1,7.6,5,70.0,8.0,66.6,79.6
6/18/2010 0:00,27.1,0.0,5.4,2,250.0,7.0,30.0,78.79
6/18/2010 1:00,26.3,0.0,3.6,2,210.0,7.0,75.0,89.32
6/18/2010 4:00,26.2,0.2,5.4,4,250.0,5.0,100.0,94.24
6/18/2010 7:00,26.2,0.0,2.7,2,80.0,6.0,75.0,92.85
6/18/2010 8:00,27.0,0.0,0.0,2,0.0,5.0,27.5,94.27
6/18/2010 9:00,27.1,0.0,11.2,2,140.0,7.0,30.0,83.68
6/18/2010 10:00,29.2,0.0,11.2,2,130.0,7.0,60.0,77.92
6/18/2010 11:00,29.1,0.0,16.6,2,120.0,7.0,30.0,70.12
6/18/2010 12:00,29.1,0.0,18.4,2,90.0,7.0,30.0,70.12
6/18/2010 13:00,29.3,0.0,14.8,2,120.0,8.0,51.6,69.61
6/18/2010 14:00,29.1,0.0,18.4,2,60.0,8.0,30.0,74.47
6/18/2010 15:00,29.1,0.0,16.6,2,90.0,11.0,30.0,74.47
6/18/2010 16:00,29.2,0.0,14.8,2,60.0,10.3,48.3,74.8
6/18/2010 17:00,28.1,0.0,13.0,0,70.0,11.0,0.0,78.93
6/18/2010 18:00,27.1,0.0,11.2,0,90.0,11.0,0.0,78.79
6/18/2010 19:00,27.6,0.0,11.2,2,90.0,10.5,30.0,82.5
6/18/2010 20:00,28.1,0.0,13.0,0,80.0,11.0,0.0,78.93
6/18/2010 21:00,27.0,0.0,9.4,0,90.0,10.5,0.0,83.68
6/18/2010 22:00,27.3,0.0,9.4,2,90.0,10.3,45.0,80.1
6/18/2010 23:00,27.1,0.0,5.4,2,30.0,11.0,30.0,83.68
6/19/2010 4:00,25.4,0.0,3.6,2,260.0,3.0,50.0,94.21
6/19/2010 9:00,29.0,0.0,7.6,2,160.0,10.5,27.5,74.47
6/19/2010 10:00,30.4,0.0,12.1,2,95.0,10.5,35.0,61.44
6/19/2010 11:00,30.0,0.0,9.4,2,120.0,10.5,27.5,66.18
6/19/2010 12:00,31.1,0.0,13.0,2,120.0,11.0,30.0,62.51
6/19/2010 13:00,31.2,0.0,14.8,2,80.0,10.3,35.0,61.55
6/19/2010 14:00,31.0,0.0,13.0,2,80.0,10.5,27.5,58.81
6/19/2010 15:00,30.0,0.0,16.6,2,90.0,10.5,27.5,58.58
6/19/2010 16:00,29.4,0.0,18.4,2,70.0,10.3,35.0,65.01
6/19/2010 17:00,29.0,0.0,18.4,2,80.0,10.5,27.5,65.98
6/19/2010 18:00,28.0,0.0,16.6,2,100.0,10.5,27.5,69.92
6/19/2010 19:00,27.4,0.0,7.6,2,10.0,10.3,35.0,80.12
6/19/2010 20:00,27.0,0.0,9.4,2,20.0,10.5,27.5,83.68
6/19/2010 22:00,26.2,0.0,0.0,2,0.0,10.3,45.0,89.13
6/19/2010 23:00,26.0,0.0,11.2,2,90.0,10.5,27.5,88.76
6/20/2010 0:00,27.0,0.0,9.4,2,80.0,10.5,27.5,83.68
6/20/2010 1:00,27.2,0.0,5.4,2,140.0,10.3,53.3,84.37
6/20/2010 5:00,24.0,0.0,5.4,0,280.0,4.0,0.0,94.15
6/20/2010 7:00,24.9,0.0,9.4,0,280.0,3.0,13.3,88.49
6/20/2010 8:00,28.0,0.0,5.4,0,190.0,5.0,0.0,78.92
6/20/2010 10:00,30.0,0.0,11.2,0,110.0,10.0,15.0,62.54
6/20/2010 11:00,30.1,0.0,1.8,2,120.0,11.0,30.0,62.29
6/20/2010 12:00,30.1,0.0,13.0,2,140.0,11.0,30.0,58.59
6/20/2010 13:00,30.4,0.0,14.8,2,100.0,10.3,28.3,60.88
6/20/2010 16:00,29.4,0.0,14.8,2,40.0,10.5,35.0,66.07
6/20/2010 17:00,28.1,0.0,9.4,2,30.0,11.0,30.0,74.31
6/20/2010 18:00,27.1,0.0,7.6,2,30.0,11.0,30.0,78.79
6/20/2010 19:00,27.1,0.0,6.8,2,323.0,10.3,35.0,79.59
6/20/2010 20:00,28.0,0.0,5.4,2,330.0,10.5,27.5,69.92
6/20/2010 21:00,28.0,0.0,16.6,2,60.0,10.5,27.5,74.3
6/20/2010 22:00,27.9,0.0,11.2,2,20.0,10.0,50.0,80.33
6/21/2010 1:00,25.2,0.0,11.2,2,257.0,7.0,45.0,84.67
6/21/2010 5:00,24.0,0.0,0.0,2,0.0,5.0,27.5,88.6
6/21/2010 7:00,25.9,0.0,1.8,0,230.0,3.0,15.0,88.48
6/21/2010 9:00,28.0,0.0,13.0,2,130.0,8.0,27.5,69.92
6/21/2010 10:00,29.2,0.0,14.8,2,120.0,10.3,28.3,64.04
6/21/2010 11:00,29.1,0.0,18.4,2,100.0,11.0,30.0,65.99
6/21/2010 12:00,30.1,0.0,22.3,2,110.0,11.0,30.0,62.29
6/21/2010 13:00,30.2,0.0,22.3,2,100.0,10.3,28.3,60.46
6/21/2010 15:00,29.1,0.0,24.1,2,100.0,11.0,30.0,62.07
6/21/2010 16:00,29.4,0.0,25.9,0,90.0,10.0,15.0,58.09
6/21/2010 17:00,28.0,0.0,22.3,0,100.0,10.0,0.0,61.84
6/21/2010 19:00,27.8,0.0,20.5,0,100.0,10.0,15.0,67.79
6/21/2010 20:00,27.0,0.0,22.3,2,90.0,10.5,27.5,69.74
6/21/2010 21:00,28.1,0.0,22.3,2,100.0,11.0,30.0,69.93
6/21/2010 22:00,28.1,0.0,16.6,2,110.0,10.3,60.0,70.37
6/21/2010 23:00,27.0,0.0,16.6,2,120.0,10.5,27.5,74.14
6/22/2010 0:00,27.0,0.0,3.6,2,120.0,10.5,27.5,74.14
6/22/2010 1:00,25.2,0.0,9.4,0,130.0,10.0,5.0,79.66
6/22/2010 3:00,25.0,0.0,9.4,0,160.0,10.0,0.0,78.5
6/22/2010 4:00,24.0,0.0,7.6,0,200.0,10.0,5.0,88.78
6/22/2010 5:00,23.0,0.0,5.4,0,220.0,10.0,0.0,88.52
6/22/2010 6:00,22.0,0.0,0.0,2,0.0,3.0,27.5,88.44
6/22/2010 7:00,24.1,0.0,7.6,2,270.0,3.0,30.0,95.87
6/22/2010 8:00,27.0,0.0,5.4,0,220.0,4.0,0.0,74.14
6/22/2010 9:00,29.1,0.0,9.4,0,160.0,10.0,0.0,58.36
6/22/2010 10:00,29.5,0.0,13.0,2,140.0,10.0,30.0,59.57
6/22/2010 11:00,30.0,0.0,18.4,2,110.0,10.5,27.5,55.08
6/22/2010 12:00,30.0,0.0,18.4,2,110.0,10.5,27.5,55.08
6/22/2010 13:00,30.8,0.0,18.4,2,110.0,10.5,30.0,53.76
6/22/2010 14:00,30.1,0.0,20.5,2,90.0,11.0,30.0,58.59
6/22/2010 16:00,30.3,0.0,16.6,2,100.0,10.5,30.0,58.13
6/22/2010 17:00,29.1,0.0,18.4,2,100.0,11.0,30.0,62.07
6/22/2010 18:00,28.0,0.0,18.4,2,100.0,10.5,27.5,65.77
6/22/2010 19:00,28.7,0.0,14.8,0,100.0,10.0,20.0,63.93
6/22/2010 21:00,28.0,0.0,7.6,2,140.0,10.5,50.0,74.3
6/23/2010 1:00,26.3,0.0,7.6,2,240.0,10.5,45.0,80.38
6/23/2010 4:00,24.2,0.0,5.4,0,210.0,5.0,16.6,89.34
6/23/2010 5:00,23.1,0.0,1.8,0,250.0,4.0,0.0,94.11
6/23/2010 10:00,30.0,0.0,7.6,0,90.0,6.0,3.3,61.91
6/23/2010 11:00,31.0,0.0,14.8,0,40.0,7.0,0.0,58.81
6/23/2010 12:00,31.0,0.0,14.8,2,100.0,10.5,27.5,58.81
6/23/2010 13:00,31.3,0.0,18.4,2,110.0,10.5,55.0,55.41
6/23/2010 14:00,31.1,0.0,20.5,2,100.0,11.0,30.0,55.33
6/23/2010 15:00,30.0,0.0,14.8,2,90.0,10.5,27.5,66.18
6/23/2010 16:00,30.4,0.0,14.8,2,70.0,10.3,45.0,65.61
6/23/2010 17:00,29.0,0.0,13.0,2,100.0,10.5,27.5,70.11
6/23/2010 18:00,29.1,0.0,14.8,2,120.0,9.0,30.0,70.12
6/23/2010 19:00,29.2,0.0,5.4,2,220.0,9.0,66.6,72.0
6/23/2010 20:00,29.1,0.0,7.6,2,240.0,8.0,50.0,74.47
6/23/2010 21:00,28.1,0.0,13.0,2,250.0,8.0,30.0,74.31
6/23/2010 22:00,27.1,0.0,7.6,2,210.0,9.0,40.0,79.75
6/23/2010 23:00,25.0,0.0,9.4,2,270.0,8.0,27.5,83.45
6/24/2010 0:00,26.0,0.0,5.4,0,280.0,8.0,0.0,78.64
6/24/2010 1:00,25.4,0.0,9.4,0,290.0,8.0,20.0,87.65
6/24/2010 2:00,25.1,0.0,11.2,0,300.0,8.0,0.0,83.46
6/24/2010 4:00,24.4,0.0,7.6,2,160.0,7.5,60.0,89.45
6/24/2010 5:00,24.0,0.0,0.0,2,0.0,6.0,27.5,88.6
6/24/2010 6:00,24.0,0.0,5.4,2,100.0,4.0,27.5,88.6
6/24/2010 7:00,26.0,0.0,9.4,2,90.0,5.0,48.3,88.41
6/24/2010 8:00,27.0,0.0,13.0,2,130.0,8.0,27.5,74.14
6/24/2010 10:00,29.2,0.0,27.7,2,110.0,9.0,48.3,61.48
6/24/2010 11:00,27.1,0.0,29.5,2,110.0,8.0,50.0,74.15
6/24/2010 12:00,27.0,0.0,18.4,2,120.0,10.5,27.5,78.78
6/24/2010 13:00,29.4,0.0,14.8,2,110.0,10.3,48.3,67.02
6/24/2010 14:00,30.0,0.0,20.5,2,80.0,10.5,27.5,66.18
6/24/2010 16:00,29.6,0.0,13.0,1,90.0,10.0,90.0,67.3
6/24/2010 18:00,28.0,0.0,13.0,0,110.0,10.5,0.0,69.92
6/24/2010 19:00,28.4,0.0,9.4,2,90.0,10.3,29.9,72.45
6/24/2010 20:00,27.0,0.0,0.0,0,0.0,10.5,0.0,78.78
6/24/2010 21:00,28.1,0.0,7.6,0,30.0,11.0,0.0,69.93
6/24/2010 22:00,28.1,0.0,16.6,2,40.0,10.5,45.0,74.32
6/24/2010 23:00,27.1,0.0,13.0,0,270.0,11.0,0.0,78.79
6/25/2010 0:00,26.0,0.0,13.0,0,240.0,10.5,0.0,78.64
6/25/2010 1:00,25.3,0.0,13.0,2,250.0,10.3,29.9,83.48
6/25/2010 4:00,24.0,0.0,0.0,0,0.0,10.0,0.0,88.6
6/25/2010 5:00,24.1,0.0,5.4,0,260.0,10.0,0.0,88.6
6/25/2010 7:00,25.7,0.0,3.6,2,180.0,3.0,40.0,88.2
6/25/2010 8:00,28.1,0.0,5.4,2,210.0,4.0,30.0,74.31
6/25/2010 10:00,29.2,0.0,3.6,1,210.0,5.0,90.0,72.28
6/25/2010 11:00,30.1,0.0,7.6,2,210.0,5.0,30.0,66.19
6/25/2010 13:00,31.4,0.0,7.6,2,130.0,9.0,55.0,54.59
6/25/2010 14:00,31.1,0.0,7.6,2,90.0,11.0,30.0,55.33
6/25/2010 16:00,30.6,0.0,9.4,2,30.0,10.3,48.3,57.89
6/25/2010 17:00,29.0,0.0,13.0,2,50.0,10.5,27.5,65.98
6/25/2010 18:00,29.1,0.0,11.2,2,20.0,11.0,30.0,65.99
6/25/2010 19:00,28.3,0.0,5.4,2,230.0,10.3,48.3,74.81
6/25/2010 20:00,28.0,0.0,5.4,2,240.0,10.5,27.5,74.3
6/25/2010 22:00,26.2,0.0,7.6,0,210.0,10.0,5.0,80.27
6/25/2010 23:00,26.1,0.0,5.4,0,260.0,10.0,0.0,83.57
6/26/2010 0:00,25.0,0.0,3.6,0,250.0,10.0,0.0,88.68
6/26/2010 1:00,25.3,0.0,8.5,0,280.0,10.0,5.0,86.06
6/26/2010 3:00,24.1,0.0,5.4,0,220.0,10.0,0.0,94.15
6/26/2010 4:00,24.3,0.0,5.4,0,250.0,10.0,5.0,92.84
6/26/2010 5:00,24.1,0.0,1.8,0,220.0,7.0,0.0,88.6
6/26/2010 7:00,25.8,0.0,7.6,0,220.0,4.0,20.0,90.09
6/26/2010 8:00,28.1,0.0,9.4,0,150.0,8.0,0.0,74.31
6/26/2010 9:00,29.1,0.0,25.9,2,120.0,11.0,30.0,70.12
6/26/2010 10:00,30.3,0.0,31.3,2,100.0,10.3,28.3,64.01
6/26/2010 11:00,31.0,0.0,25.9,2,120.0,10.5,27.5,62.5
6/26/2010 12:00,31.0,0.0,14.8,2,110.0,10.5,27.5,62.5
6/26/2010 13:00,31.0,0.0,23.9,2,95.0,10.5,30.0,59.34
6/26/2010 14:00,31.0,0.0,14.8,2,60.0,10.5,27.5,62.5
6/26/2010 15:00,31.1,0.0,11.2,2,70.0,11.0,30.0,62.51
6/26/2010 16:00,30.8,0.0,13.0,2,70.0,10.5,35.0,59.68
6/26/2010 18:00,29.1,0.0,9.4,2,50.0,11.0,30.0,62.07
6/26/2010 19:00,29.0,0.0,7.6,2,23.0,10.3,31.7,64.92
6/26/2010 20:00,29.0,0.0,9.4,2,350.0,10.5,27.5,65.98
6/26/2010 21:00,27.0,0.0,11.2,2,280.0,10.5,27.5,74.14
6/26/2010 22:00,27.3,0.0,8.5,2,255.0,10.5,45.0,81.0
6/26/2010 23:00,26.1,0.0,5.4,2,210.0,9.0,30.0,83.57
6/27/2010 0:00,25.1,0.0,9.4,2,260.0,9.0,30.0,88.68
6/27/2010 1:00,25.2,0.0,6.8,2,273.0,9.0,38.3,84.84
6/27/2010 4:00,24.2,0.0,4.8,2,257.0,9.0,35.0,89.15
6/27/2010 5:00,23.1,0.0,1.8,2,280.0,8.0,30.0,94.11
6/27/2010 6:00,23.0,0.0,5.4,0,250.0,5.0,0.0,94.11
6/27/2010 7:00,24.9,0.0,1.8,0,290.0,7.0,15.0,88.67
6/27/2010 9:00,29.0,0.0,7.6,0,110.0,9.0,0.0,74.47
6/27/2010 10:00,30.3,0.0,9.4,0,120.0,10.0,20.0,61.97
6/27/2010 11:00,30.1,0.0,16.6,0,110.0,10.0,0.0,62.29
6/27/2010 12:00,30.1,0.0,20.5,2,110.0,11.0,30.0,66.19
6/27/2010 13:00,30.6,0.0,18.4,2,100.0,10.5,40.0,66.3
6/27/2010 14:00,30.1,0.0,20.5,2,80.0,11.0,30.0,70.3
6/27/2010 16:00,30.1,0.0,22.3,2,90.0,10.3,31.7,69.34
6/27/2010 17:00,29.1,0.0,24.1,2,90.0,11.0,30.0,65.99
6/27/2010 18:00,29.1,0.0,22.3,2,80.0,11.0,30.0,65.99
6/27/2010 19:00,29.1,0.0,20.5,2,90.0,10.5,40.0,67.83
6/27/2010 20:00,29.0,0.0,22.3,2,80.0,10.5,27.5,65.98
6/27/2010 21:00,28.1,0.0,20.5,0,90.0,10.0,0.0,69.93
6/27/2010 22:00,28.3,0.0,16.6,2,80.0,10.0,30.0,70.84
6/27/2010 23:00,27.1,0.0,7.6,2,120.0,11.0,30.0,74.15
6/28/2010 0:00,26.1,0.0,9.4,2,120.0,11.0,30.0,83.57
6/28/2010 1:00,26.3,0.0,7.6,2,130.0,10.3,31.7,84.1
6/28/2010 5:00,26.1,0.0,3.6,2,140.0,8.0,30.0,83.57
6/28/2010 6:00,26.1,0.0,5.4,2,110.0,11.0,30.0,88.76
6/28/2010 7:00,28.0,0.0,7.6,2,210.0,9.0,40.0,84.53
6/28/2010 8:00,29.1,0.0,7.6,2,120.0,11.0,30.0,70.12
6/28/2010 9:00,29.0,0.0,13.0,2,120.0,10.5,27.5,65.98
6/28/2010 10:00,30.5,0.0,16.6,2,110.0,10.3,35.0,60.53
6/28/2010 11:00,30.1,0.0,18.4,2,110.0,11.0,30.0,62.29
6/28/2010 12:00,30.1,0.0,20.5,2,80.0,11.0,30.0,62.29
6/28/2010 13:00,30.5,0.0,20.5,2,80.0,10.3,38.3,64.97
6/28/2010 14:00,30.1,0.0,18.4,2,90.0,11.0,30.0,66.19
6/28/2010 15:00,30.0,0.0,20.5,2,90.0,10.5,27.5,62.28
6/28/2010 16:00,29.4,0.0,20.5,2,100.0,10.3,38.3,60.66
6/28/2010 18:00,28.0,0.0,16.6,2,90.0,10.5,27.5,65.77
6/28/2010 19:00,28.6,0.0,13.0,2,110.0,10.5,55.0,68.35
6/28/2010 20:00,28.0,0.0,16.6,2,90.0,10.5,27.5,74.3
6/28/2010 21:00,28.0,0.0,13.0,2,90.0,10.5,27.5,74.3
6/28/2010 22:00,27.4,0.0,5.4,2,70.0,10.3,45.0,79.32
6/28/2010 23:00,27.0,0.0,3.6,2,160.0,10.5,27.5,78.78
6/29/2010 1:00,26.3,0.0,0.0,2,0.0,10.3,60.0,84.11
6/29/2010 4:00,25.2,0.0,3.6,0,250.0,6.0,25.0,88.7
6/29/2010 5:00,24.0,0.0,5.4,2,280.0,4.0,27.5,88.6
6/29/2010 6:00,24.0,0.0,0.0,2,0.0,4.0,27.5,88.6
6/29/2010 7:00,25.1,0.0,5.4,0,270.0,4.0,0.0,88.68
6/29/2010 9:00,29.0,0.0,7.6,0,120.0,7.0,0.0,62.06
6/29/2010 10:00,30.2,0.0,12.4,2,100.0,10.3,31.7,60.95
6/29/2010 11:00,30.1,0.0,11.2,2,120.0,11.0,30.0,62.29
6/29/2010 12:00,30.1,0.0,13.0,2,90.0,11.0,30.0,58.59
6/29/2010 13:00,31.1,0.0,13.0,2,70.0,10.3,35.0,58.01
6/29/2010 15:00,29.0,0.0,24.1,2,100.0,10.5,27.5,62.06
6/29/2010 16:00,29.4,0.0,20.5,2,100.0,10.3,35.0,68.37
6/29/2010 17:00,29.0,0.0,16.6,2,80.0,10.5,27.5,58.35
6/29/2010 18:00,28.1,0.0,14.8,2,100.0,11.0,30.0,74.31
6/29/2010 19:00,28.4,0.0,16.6,2,110.0,10.3,45.0,73.92
6/29/2010 20:00,28.0,0.0,13.0,2,110.0,10.5,27.5,74.3
6/29/2010 21:00,27.1,0.0,14.8,2,100.0,11.0,30.0,78.79
6/29/2010 22:00,28.6,0.0,11.2,2,110.0,10.0,60.0,75.75
6/30/2010 1:00,28.2,0.0,11.2,2,70.0,8.0,60.0,76.6
6/30/2010 5:00,25.1,0.0,5.4,2,290.0,7.0,30.0,88.68
6/30/2010 8:00,28.0,0.0,0.0,2,0.0,9.0,27.5,74.3
6/30/2010 10:00,29.4,0.0,10.0,2,90.0,10.3,35.0,76.34
6/30/2010 13:00,30.3,0.0,13.0,2,103.0,10.3,35.0,68.95
6/30/2010 14:00,30.0,0.0,13.0,2,110.0,10.5,27.5,70.29
6/30/2010 15:00,30.1,0.0,16.6,2,90.0,11.0,30.0,66.19
6/30/2010 16:00,29.5,0.0,14.8,2,100.0,10.3,31.7,68.81
6/30/2010 18:00,28.1,0.0,20.5,2,90.0,11.0,30.0,74.31
6/30/2010 19:00,28.3,0.0,16.6,0,100.0,10.3,21.7,69.42
6/30/2010 20:00,28.1,0.0,14.8,2,100.0,11.0,30.0,69.93
6/30/2010 22:00,27.5,0.0,13.0,2,100.0,10.3,28.3,73.04
7/1/2010 1:00,27.7,0.0,11.2,0,110.0,10.0,0.0,78.87
7/1/2010 5:00,25.0,0.0,0.0,2,0.0,5.0,27.5,88.68
7/1/2010 8:00,28.0,0.0,5.4,0,140.0,4.0,0.0,78.92
7/1/2010 10:00,30.4,0.0,11.2,2,130.0,10.0,60.0,69.52
7/1/2010 13:00,30.4,0.0,13.0,2,80.0,10.5,35.0,64.88
7/1/2010 14:00,30.1,0.0,13.0,2,90.0,11.0,30.0,66.19
7/1/2010 16:00,30.4,0.0,14.8,2,80.0,10.3,31.7,58.31
7/1/2010 18:00,28.0,0.0,13.0,2,110.0,10.5,27.5,74.3
7/1/2010 19:00,28.4,0.0,13.0,2,100.0,10.3,31.7,73.18
7/1/2010 20:00,28.0,0.0,11.2,2,100.0,10.5,37.5,74.3
7/1/2010 21:00,27.0,0.0,9.4,2,110.0,10.5,27.5,78.78
7/1/2010 22:00,27.4,0.0,11.2,0,100.0,10.0,5.0,78.37
7/1/2010 23:00,28.0,0.0,13.0,2,80.0,10.5,27.5,74.3
7/2/2010 0:00,26.1,0.0,11.2,0,100.0,10.0,0.0,83.57
7/2/2010 1:00,26.7,0.0,7.6,0,110.0,10.0,5.0,83.14
7/2/2010 2:00,25.0,0.0,0.0,0,0.0,10.0,0.0,88.68
7/2/2010 6:00,24.0,0.0,0.0,0,0.0,5.0,0.0,88.6
7/2/2010 7:00,25.3,0.0,5.4,0,250.0,3.0,25.0,88.17
7/2/2010 9:00,29.0,0.0,7.6,0,130.0,6.0,0.0,70.11
7/2/2010 10:00,30.2,0.0,14.8,2,130.0,10.0,30.0,68.24
7/2/2010 11:00,30.0,0.0,16.6,2,120.0,10.5,27.5,66.18
7/2/2010 12:00,30.0,0.0,14.8,2,110.0,10.5,27.5,66.18
7/2/2010 13:00,31.0,0.0,16.6,2,110.0,10.3,28.3,60.27
7/2/2010 14:00,30.0,0.0,20.5,2,100.0,10.5,27.5,62.28
7/2/2010 16:00,29.6,0.0,13.0,2,50.0,10.5,40.0,70.64
7/2/2010 17:00,28.1,0.0,7.6,2,50.0,11.0,50.0,78.93
7/2/2010 18:00,29.0,0.0,18.4,2,90.0,10.5,50.0,74.47
7/2/2010 19:00,29.1,0.0,32.8,2,90.0,10.3,60.0,74.78
7/2/2010 20:00,28.0,0.0,28.8,2,80.0,10.5,27.5,78.92
7/2/2010 21:00,28.0,0.0,36.0,2,90.0,10.5,50.0,78.92
7/2/2010 22:00,28.5,0.0,16.6,2,100.0,10.5,65.0,79.0
7/2/2010 23:00,28.1,0.0,16.6,2,100.0,11.0,50.0,78.93
7/3/2010 1:00,27.4,0.0,11.2,2,120.0,10.3,35.0,82.89
7/3/2010 4:00,27.2,0.0,9.4,2,120.0,10.3,60.0,83.36
7/3/2010 5:00,27.1,0.0,9.4,2,100.0,11.0,50.0,83.68
7/3/2010 7:00,28.0,0.0,5.4,2,150.0,10.5,35.0,80.83
